url,titre,description,prix_numeric,couleurs,matières,type,image
https://www.miumiu.com/fr/fr/p/pull-a-col-bateau-en-laine/MMLA85_16WS_F0008_S_OOO,Pull À Col Bateau En Laine Bleu | Miu Miu,Le pull à col bateau classique est revisité dans des proportions qui enveloppent le buste et le transforment en un haut permettant de créer de nouvelles combinaisons de style. ,920.0,['bleu'],['laine'],Pull,https://www.miumiu.com/content/dam/miumiubkg_products/M/MML/MMLA85/16WSF0008/MMLA85_16WS_F0008_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/t-shirt-ajuste-petit-bateauxmiu-miu-en-jersey-stretch/MJN563_16J8_F0009_S_OOO,T-shirt Ajusté Petit Bateau x miu Miu En Jersey Stretch Blanc | Miu Miu,"La collaboration Petit Bateau X Miu Miu s’inspire des vêtements pour enfants simples et authentiques. Le blanc, symbole d’élégance pure, sublime le design raffiné de ce t-shirt en coton doux, agrémenté d’une délicate bordure à picots et de logos brodés iconiques.",450.0,['blanc'],"['coton', 'jersey']",T-shirt,https://www.miumiu.com/content/dam/miumiubkg_products/M/MJN/MJN563/16J8F0009/MJN563_16J8_F0009_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/jupe-en-popeline-flammee/MG2425_163M_F0009_S_OOO,Jupe En Popeline Flammée Blanc | Miu Miu,"Cette jupe en popeline au style minimaliste, qui incarne l’essence iconique de Miu Miu, apportera une touche d’élégance authentique à une multitude de looks. ",1400.0,"['blanc', 'lin']",['lin'],Jupe,https://www.miumiu.com/content/dam/miumiubkg_products/M/MG2/MG2425/163MF0009/MG2425_163M_F0009_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/sac-aventure-en-cuir-nappa/5BG310_2BBL_F0NBL_V_OOO,Sac Aventure En Cuir Nappa Bruyère | Miu Miu,"Inspiré du modèle iconique de 2009, le sac Aventure dégage un charme élégant et décontracté. Cette version aux proportions plus grandes est agrémentée de touches raffinées, comme le mousqueton et l’accessoire distinctif. ",3300.0,['bruyère'],['cuir'],Sac,https://www.miumiu.com/content/dam/miumiubkg_products/5/5BG/5BG310/2BBLF0NBL/5BG310_2BBL_F0NBL_V_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/veste-en-naplak/MPV935_ADNT_F0P9S_S_OOO,Veste En Naplak Bleu Mer | Miu Miu,"Les lignes dynamiques de cette veste zippée sont sublimées par l’éclat du cuir naplak souple, qui lui confère un style sophistiqué, audacieux et féminin. ",4300.0,['bleu'],['cuir'],Veste,https://www.miumiu.com/content/dam/miumiubkg_products/M/MPV/MPV935/ADNTF0P9S/MPV935_ADNT_F0P9S_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/chemise-en-popeline-flammee/MK1932_163M_F0009_S_OOO,Chemise En Popeline Flammée Blanc | Miu Miu,"Cette chemise en popeline est agrémentée d’un double col brodé, qui évoque la mode pour enfant, et joue sur le concept de superposition dissimulée. ",1250.0,"['blanc', 'lin']",['lin'],Chemise,https://www.miumiu.com/content/dam/miumiubkg_products/M/MK1/MK1932/163MF0009/MK1932_163M_F0009_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/chaussettes-hautes-en-soie/MCZ499_16J2_F0480_S_OOO,Chaussettes Hautes En Soie Gris Ardoise | Miu Miu,"Inspirées du défilé, ces chaussettes hautes en maille de soie côtelée affichent un design unique, qui apportera la touche iconique et expérimentale de l’uniforme Miu Miu à tous vos looks.",350.0,['gris'],['soie'],Chaussettes,https://www.miumiu.com/content/dam/miumiubkg_products/M/MCZ/MCZ499/16J2F0480/MCZ499_16J2_F0480_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/sneakers-gymnasium-en-tissu-technique-et-suede/5E428E_71L_F001Z_F_A005,Sneakers Gymnasium En Tissu Technique Et Suède Bleu Baltique/bordeaux | Miu Miu,Ces sneakers ultralégères en tissu technique et suède associent des éléments décontractés à des références sportives. Les bandes multicolores et la semelle avec le logo estampé accentuent le caractère chic et sportif de Miu Miu.,820.0,"['bleu', 'bordeaux']",['coton'],Sneakers,https://www.miumiu.com/content/dam/miumiubkg_products/5/5E4/5E428E/71LF001Z/5E428E_71L_F001Z_F_A005_SLR.jpg
https://www.miumiu.com/fr/fr/p/sac-wander-en-cuir-nappa-matelasse/5BC125_2IBS_F0F6W_V_OOF,Sac Wander En Cuir Nappa Matelassé Fuchsia/blanc | Miu Miu,"Confectionné en cuir nappa matelassé souple, le sac Wander affiche une forme iconique, revisitée avec un passepoil de couleur contrastante sur les bords, qui lui confère un caractère sportif et polyvalent. ",2250.0,"['blanc', 'fuchsia']",['cuir'],Sac,https://www.miumiu.com/content/dam/miumiubkg_products/5/5BC/5BC125/2IBSF0F6W/5BC125_2IBS_F0F6W_V_OOF_SLF.jpg
https://www.miumiu.com/fr/fr/p/sac-beau-en-cuir/5BB172_2IBP_F0967_V_OWO,Sac Beau En Cuir Noir/blanc | Miu Miu,"Les anses et le passepoil de couleur contrastante du sac Beau soulignent les lignes de l’accessoire, mettant en valeur l’évolution sportive et fonctionnelle d’une véritable icône du style Miu Miu.",2750.0,"['noir', 'blanc']",['cuir'],Sac,https://www.miumiu.com/content/dam/miumiubkg_products/5/5BB/5BB172/2IBPF0967/5BB172_2IBP_F0967_V_OWO_SLF.jpg
